sample	$d_1$	$d_2$	$d_3$	$d_2/d_1$	$d_3/d_1$	LLC phase	a
SI06_210623[7]	11.456351992002771	6.2726198081858575	5.567939138347859	0.5475233139279001	0.48601327387938315	hexagonal	15.938750954378625
