OTAB_010wtp_T025_q	OTAB_010wtp_T025_i	OTAB_020wtp_T025_q	OTAB_020wtp_T025_i	OTAB_030wtp_T025_q	OTAB_030wtp_T025_i	OTAB_040wtp_T025_q	OTAB_040wtp_T025_i	OTAB_050wtp_T025_q	OTAB_050wtp_T025_i	OTAB_061wtp_T025_q	OTAB_061wtp_T025_i	OTAB_062wtp_T025_q	OTAB_062wtp_T025_i	OTAB_063wtp_T025_q	OTAB_063wtp_T025_i	OTAB_064wtp_T025_q	OTAB_064wtp_T025_i	OTAB_065wtp_T025_q	OTAB_065wtp_T025_i	OTAB_066wtp_T025_q	OTAB_066wtp_T025_i	OTAB_067wtp_T025_q	OTAB_067wtp_T025_i	OTAB_068wtp_T025_q	OTAB_068wtp_T025_i	OTAB_069wtp_T025_q	OTAB_069wtp_T025_i	OTAB_070wtp_T025_q	OTAB_070wtp_T025_i	OTAB_071wtp_T025_q	OTAB_071wtp_T025_i	OTAB_073wtp_T025_q	OTAB_073wtp_T025_i	OTAB_074wtp_T025_q	OTAB_074wtp_T025_i	OTAB_075wtp_T025_q	OTAB_075wtp_T025_i	OTAB_078wtp_T025_q	OTAB_078wtp_T025_i	OTAB_079wtp_T025_q	OTAB_079wtp_T025_i	OTAB_080wtp_T025_q	OTAB_080wtp_T025_i	OTAB_090wtp_T025_q	OTAB_090wtp_T025_i	OTAB_100wtp_T025_q	OTAB_100wtp_T025_i	OTAB_078wtp_T058_q	OTAB_078wtp_T058_i	OTAB_078wtp_T060_q	OTAB_078wtp_T060_i	OTAB_082wtp_T025_q	OTAB_082wtp_T025_i	OTAB_093wtp_T025_q	OTAB_093wtp_T025_i	OTAB_100wtp_T095_q	OTAB_100wtp_T095_i
2.097952	0.05789939	2.097952	0.1059088	2.091331	0.1331993	2.104573	0.2779015	2.097952	0.3704299	2.097952	0.337739	2.356067	0.0571425	2.097952	0.3845156	2.091331	0.07486223	2.111193	0.4616119	2.097952	0.340308	2.097952	0.3662316	2.097952	0.3620727	2.091331	0.03198289	2.104573	0.4318103	2.369298	1.083784	2.230344	0.7653072	2.236962	0.01410529	2.726315	0.01188843	2.230344	0.03270605	2.197251	0.01976971	2.29652	0.009462623	2.104573	0.02817219	2.078089	0.01078632	2.230344	0.3055892	2.236962	0.3473179	2.369298	0.1395972	2.038359	0.07933049	2.038359	0.07667295
2.104573	0.05116036	2.104573	0.1171193	2.097952	0.1593973	2.111193	0.2785803	2.104573	0.359715	2.104573	0.388305	2.362682	0.06079267	2.104573	0.3819728	2.097952	0.09067183	2.117814	0.4294478	2.104573	0.3617727	2.104573	0.380191	2.104573	0.3574388	2.097952	0.05235977	2.111193	0.4435319	2.375913	0.9316597	2.236962	0.6842306	2.24358	0.01236716	2.732922	0.0130258	2.236962	0.03569725	2.203869	0.02262971	2.303137	0.007048325	2.111193	0.0263025	2.08471	0.01405768	2.236962	0.3783067	2.24358	0.2684242	2.375913	0.1388783	2.044981	0.1483381	2.044981	0.0307337
2.111193	0.0478094	2.111193	0.09486078	2.104573	0.153477	2.117814	0.2481603	2.111193	0.3647215	2.111193	0.3797748	2.369298	0.05043468	2.111193	0.3921642	2.104573	0.09290659	2.124434	0.4430907	2.111193	0.3738922	2.111193	0.4195629	2.111193	0.3643547	2.104573	0.04946282	2.117814	0.4290122	2.382528	1.038039	2.24358	0.5926128	2.250198	0.01802564	2.739529	0.01542494	2.24358	0.02646836	2.210488	0.02861697	2.309753	0.006987476	2.117814	0.0250207	2.091331	0.002551213	2.24358	0.3210092	2.250198	0.2565741	2.382528	0.1477005	2.051603	0.1210055	2.051603	0.01466998
2.117814	0.03906758	2.117814	0.08047945	2.111193	0.1564811	2.124434	0.2357882	2.117814	0.3701756	2.117814	0.3442079	2.375913	0.04089111	2.117814	0.3627211	2.111193	0.09214045	2.131055	0.4603147	2.117814	0.3622219	2.117814	0.3331998	2.117814	0.3384303	2.111193	0.0400755	2.124434	0.4344414	2.389143	1.048303	2.250198	0.7940239	2.256816	0.01818113	2.746136	0.01977389	2.250198	0.02912552	2.217107	0.02325434	2.31637	0.008503828	2.124434	0.02492564	2.097952	0.01174878	2.250198	0.2690247	2.256816	0.3549375	2.389143	0.1900989	2.058225	0.1982867	2.058225	0.06379622
2.124434	0.04411759	2.124434	0.08357419	2.117814	0.1526984	2.131055	0.2656396	2.124434	0.3609525	2.124434	0.3988385	2.382528	0.05547851	2.124434	0.3669591	2.117814	0.08524707	2.137675	0.4709941	2.124434	0.3515212	2.124434	0.3410451	2.124434	0.3618094	2.117814	0.04048592	2.131055	0.4665348	2.395758	1.028593	2.256816	0.6828009	2.263433	0.02222683	2.752742	0.01067725	2.256816	0.02445692	2.223725	0.02619471	2.322986	0.008969817	2.131055	0.02769208	2.104573	0.01908594	2.256816	0.3583871	2.263433	0.4288805	2.395758	0.1734325	2.064846	0.1744686	2.064846	0.1229713
2.131055	0.0478364	2.131055	0.09598067	2.124434	0.1375439	2.137675	0.2784893	2.131055	0.3684769	2.131055	0.4395285	2.389143	0.06607099	2.131055	0.4622586	2.124434	0.09255024	2.144295	0.486839	2.131055	0.4134558	2.131055	0.385518	2.131055	0.3829068	2.124434	0.04842241	2.137675	0.4972238	2.402373	1.17684	2.263433	0.7981567	2.270051	0.02856489	2.759349	0.01843693	2.263433	0.02602605	2.230344	0.03039928	2.329603	0.01055393	2.137675	0.02970932	2.111193	0.008758918	2.263433	0.3256533	2.270051	0.4661994	2.402373	0.2202894	2.071468	0.0939128	2.071468	0.02500836
2.137675	0.04973566	2.137675	0.08608	2.131055	0.1629545	2.144295	0.2708318	2.137675	0.3979682	2.137675	0.4292842	2.395758	0.04448306	2.137675	0.4575124	2.131055	0.1021968	2.150915	0.5230792	2.137675	0.410675	2.137675	0.4060966	2.137675	0.4055544	2.131055	0.0400008	2.144295	0.4754081	2.408988	1.055806	2.270051	0.8297407	2.276668	0.04228045	2.765955	0.01650025	2.270051	0.03588141	2.236962	0.03737154	2.336219	0.01212645	2.144295	0.03054957	2.117814	0.001895168	2.270051	0.304593	2.276668	0.4475087	2.408988	0.2581045	2.078089	0.1347204	2.078089	0.05228779
2.144295	0.04511208	2.144295	0.08681515	2.137675	0.1570276	2.150915	0.2749331	2.144295	0.3632579	2.144295	0.4095135	2.402373	0.06253488	2.144295	0.4211025	2.137675	0.1059769	2.157535	0.4941813	2.144295	0.417192	2.144295	0.3748017	2.144295	0.4179649	2.137675	0.04232067	2.150915	0.5127038	2.415602	1.054756	2.276668	0.6679726	2.283286	0.05530628	2.772561	0.01312818	2.276668	0.05097959	2.24358	0.03735211	2.342835	0.0175174	2.150915	0.03590657	2.124434	0.004058424	2.276668	0.3551443	2.283286	0.5141988	2.415602	0.2563825	2.08471	0.1456922	2.08471	0.03969906
2.150915	0.04118849	2.150915	0.08485859	2.144295	0.1499459	2.157535	0.2663642	2.150915	0.4146513	2.150915	0.4598855	2.408988	0.05887987	2.150915	0.4909779	2.144295	0.09656915	2.164154	0.4864618	2.150915	0.4350649	2.150915	0.3924325	2.150915	0.4367424	2.144295	0.03857093	2.157535	0.5014661	2.422217	1.028986	2.283286	0.8096784	2.289903	0.06072188	2.779167	0.0255098	2.283286	0.03745977	2.250198	0.03644359	2.349451	0.01684602	2.157535	0.04214849	2.131055	0.01203208	2.283286	0.2934571	2.289903	0.3870476	2.422217	0.3245017	2.091331	0.08474669	2.091331	0.06323887
2.157535	0.03984653	2.157535	0.07712197	2.150915	0.1441394	2.164154	0.2836609	2.157535	0.4384044	2.157535	0.4455114	2.415602	0.04944943	2.157535	0.4769847	2.150915	0.1095332	2.170774	0.5273385	2.157535	0.4233588	2.157535	0.3953886	2.157535	0.4305691	2.150915	0.03820268	2.164154	0.4933748	2.428831	1.140717	2.289903	0.7741482	2.29652	0.07376913	2.785773	0.01715012	2.289903	0.03107415	2.256816	0.04782526	2.356067	0.02204419	2.164154	0.04034817	2.137675	0.01595629	2.289903	0.344876	2.29652	0.5511902	2.428831	0.2868412	2.097952	0.08360336	2.097952	0.06679027
2.164154	0.04725887	2.164154	0.08821262	2.157535	0.1415792	2.170774	0.2630647	2.164154	0.4535666	2.164154	0.4593792	2.422217	0.05391329	2.164154	0.4571512	2.157535	0.1103052	2.177393	0.5419115	2.164154	0.4389719	2.164154	0.3671383	2.164154	0.3946357	2.157535	0.0362693	2.170774	0.534882	2.435445	1.07695	2.29652	0.6988313	2.303137	0.07212557	2.792379	0.02047695	2.29652	0.03229772	2.263433	0.04854531	2.362682	0.02540952	2.170774	0.04434246	2.144295	0.002950615	2.29652	0.3672784	2.303137	0.439842	2.435445	0.3490749	2.104573	0.06819164	2.104573	0.1402158
2.170774	0.0469422	2.170774	0.0903747	2.164154	0.1582784	2.177393	0.2614268	2.170774	0.4506534	2.170774	0.4555499	2.428831	0.04762641	2.170774	0.4420465	2.164154	0.1037643	2.184012	0.5629753	2.170774	0.4373464	2.170774	0.3849156	2.170774	0.4343364	2.164154	0.04010076	2.177393	0.5437457	2.442059	1.110628	2.303137	0.6233766	2.309753	0.03677023	2.798985	0.01170759	2.303137	0.0234678	2.270051	0.05964476	2.369298	0.02945842	2.177393	0.0526458	2.150915	0.009937582	2.303137	0.3892489	2.309753	0.5074621	2.442059	0.4066721	2.111193	0.04272037	2.111193	0.04471153
2.177393	0.05174704	2.177393	0.1088743	2.170774	0.1550207	2.184012	0.2718399	2.177393	0.4545968	2.177393	0.4786755	2.435445	0.0526318	2.177393	0.4697709	2.170774	0.1160817	2.190632	0.5895515	2.177393	0.4965028	2.177393	0.4235548	2.177393	0.4581709	2.170774	0.03623616	2.184012	0.5433826	2.448672	1.106336	2.309753	0.7337196	2.31637	0.03746335	2.80559	0.01064147	2.309753	0.03548968	2.276668	0.05904524	2.375913	0.02966566	2.184012	0.04130657	2.157535	0.003154085	2.309753	0.3542712	2.31637	0.5012105	2.448672	0.4456737	2.117814	0.08790996	2.117814	0.03903969
2.184012	0.04030736	2.184012	0.08831943	2.177393	0.1540574	2.190632	0.2975254	2.184012	0.4217392	2.184012	0.461255	2.442059	0.057728	2.184012	0.4866964	2.177393	0.1104387	2.197251	0.562257	2.184012	0.4591916	2.184012	0.3800097	2.184012	0.4260091	2.177393	0.0389722	2.190632	0.5616835	2.455286	1.094002	2.31637	0.9378299	2.322986	0.0502669	2.812195	0.01561786	2.31637	0.03171817	2.283286	0.08714318	2.382528	0.03562797	2.190632	0.04112287	2.164154	0.02343267	2.31637	0.2963276	2.322986	0.5189223	2.455286	0.5474384	2.124434	0.05968137	2.124434	0.02982863
2.190632	0.0490727	2.190632	0.09580182	2.184012	0.1554682	2.197251	0.2712022	2.190632	0.4168515	2.190632	0.5313317	2.448672	0.05433799	2.190632	0.531245	2.184012	0.1197894	2.203869	0.5906416	2.190632	0.5213634	2.190632	0.4235626	2.190632	0.5036058	2.184012	0.04057486	2.197251	0.5544256	2.4619	1.110439	2.322986	1.096208	2.329603	0.05900634	2.8188	0.02255761	2.322986	0.0202265	2.289903	0.08461695	2.389143	0.04246447	2.197251	0.03690958	2.170774	0.005545205	2.322986	0.4615742	2.329603	0.4094993	2.4619	0.637861	2.131055	0.05695332	2.131055	0.04829785
2.197251	0.03695433	2.197251	0.07930123	2.190632	0.1644014	2.203869	0.2485732	2.197251	0.4034958	2.197251	0.4674801	2.455286	0.05513735	2.197251	0.4725256	2.190632	0.1270557	2.210488	0.609938	2.197251	0.4733099	2.197251	0.4024516	2.197251	0.4816043	2.190632	0.05509483	2.203869	0.5385595	2.468513	1.018619	2.329603	0.9371671	2.336219	0.05591517	2.825405	0.007754712	2.329603	0.02822782	2.29652	0.08072036	2.395758	0.04022353	2.203869	0.03652794	2.177393	0.0171847	2.329603	0.392268	2.336219	0.550035	2.468513	0.661722	2.137675	0.05314969	2.137675	0.04182595
2.203869	0.04156656	2.203869	0.08519054	2.197251	0.1421747	2.210488	0.27795	2.203869	0.3934405	2.203869	0.4630706	2.4619	0.0589654	2.203869	0.5134192	2.197251	0.1218274	2.217107	0.6440214	2.203869	0.4812717	2.203869	0.4232742	2.203869	0.4706377	2.197251	0.06837504	2.210488	0.6084443	2.475126	1.041889	2.336219	0.8766256	2.342835	0.04076585	2.83201	0.006424924	2.336219	0.02699651	2.303137	0.09481835	2.402373	0.05344582	2.210488	0.03820805	2.184012	0.003720452	2.336219	0.3530737	2.342835	0.472386	2.475126	0.8157491	2.144295	0.03303717	2.144295	0.1063264
2.210488	0.04440901	2.210488	0.07973573	2.203869	0.1278795	2.217107	0.2590547	2.210488	0.4373558	2.210488	0.5286459	2.468513	0.04234686	2.210488	0.5587783	2.203869	0.1208113	2.223725	0.6573494	2.210488	0.4870606	2.210488	0.4073269	2.210488	0.5322398	2.203869	0.07390504	2.217107	0.6288908	2.481739	1.063421	2.342835	1.070167	2.349451	0.04414662	2.838614	0.02339861	2.342835	0.03683585	2.309753	0.1313471	2.408988	0.05789913	2.217107	0.04297292	2.190632	0.00975467	2.342835	0.3098839	2.349451	0.6952488	2.481739	1.080637	2.150915	0.04962875	2.150915	0.0447639
2.217107	0.06072782	2.217107	0.09487989	2.210488	0.1452675	2.223725	0.2711229	2.217107	0.4656805	2.217107	0.5607681	2.475126	0.05325356	2.217107	0.5567758	2.210488	0.1428205	2.230344	0.6509311	2.217107	0.5531918	2.217107	0.4174513	2.217107	0.5341158	2.210488	0.09755651	2.223725	0.6214774	2.488352	1.014981	2.349451	0.9632754	2.356067	0.04415339	2.845219	0.02547131	2.349451	0.03465032	2.31637	0.1556181	2.415602	0.06221307	2.223725	0.04377971	2.197251	0.005356578	2.349451	0.3914883	2.356067	0.5226447	2.488352	1.401526	2.157535	0.02967349	2.157535	0.04552676
2.223725	0.04829971	2.223725	0.09781963	2.217107	0.153975	2.230344	0.2721022	2.223725	0.4962584	2.223725	0.5609797	2.481739	0.04935241	2.223725	0.6466224	2.217107	0.1327698	2.236962	0.63385	2.223725	0.6269348	2.223725	0.4266271	2.223725	0.5484722	2.217107	0.09640113	2.230344	0.6415808	2.494965	1.017014	2.356067	0.8378685	2.362682	0.04032475	2.851823	0.007733276	2.356067	0.04223245	2.322986	0.1132694	2.422217	0.06971299	2.230344	0.04971573	2.203869	0.0111236	2.356067	0.3367792	2.362682	0.619352	2.494965	2.158001	2.164154	0.04165023	2.164154	0.03949176
2.230344	0.03833074	2.230344	0.08786092	2.223725	0.1628237	2.236962	0.2736879	2.230344	0.4633794	2.230344	0.5622973	2.488352	0.04854522	2.230344	0.6174949	2.223725	0.1395846	2.24358	0.6798443	2.230344	0.5896843	2.230344	0.4423845	2.230344	0.5764621	2.223725	0.09806004	2.236962	0.6663414	2.501577	1.031019	2.362682	0.9721254	2.369298	0.05389424	2.858427	0.01894684	2.362682	0.05963388	2.329603	0.08597382	2.428831	0.06113247	2.236962	0.05112335	2.210488	0.004128146	2.362682	0.2849575	2.369298	0.7193542	2.501577	3.220123	2.170774	0.04109445	2.170774	0.03332801
2.236962	0.05190992	2.236962	0.09152969	2.230344	0.1494431	2.24358	0.2413788	2.236962	0.4447805	2.236962	0.574363	2.494965	0.05695677	2.236962	0.6156915	2.230344	0.1335189	2.250198	0.6937416	2.236962	0.5674244	2.236962	0.409944	2.236962	0.6184452	2.230344	0.09533122	2.24358	0.683158	2.50819	0.9806429	2.369298	1.002983	2.375913	0.05054302	2.865031	0.01787582	2.369298	0.06308165	2.336219	0.09950265	2.435445	0.06175533	2.24358	0.05319412	2.217107	0.01313937	2.369298	0.3790607	2.375913	0.5054085	2.50819	4.177687	2.177393	0.02062123	2.177393	0.02810357
2.24358	0.04017468	2.24358	0.09804049	2.236962	0.1604595	2.250198	0.2746552	2.24358	0.4897719	2.24358	0.5209618	2.501577	0.04442021	2.24358	0.6095097	2.236962	0.1538725	2.256816	0.7038066	2.24358	0.589208	2.24358	0.4322502	2.24358	0.6449121	2.236962	0.08899099	2.250198	0.6676964	2.514802	0.9830608	2.375913	1.029991	2.382528	0.06524615	2.871634	0.01647226	2.375913	0.06629796	2.342835	0.1020596	2.442059	0.06611994	2.250198	0.06104139	2.223725	0.0137654	2.375913	0.3468408	2.382528	0.5296009	2.514802	5.933869	2.184012	0.01918021	2.184012	0.05439361
2.250198	0.05347591	2.250198	0.09348173	2.24358	0.15472	2.256816	0.2860089	2.250198	0.4899562	2.250198	0.6008973	2.50819	0.04563232	2.250198	0.6538259	2.24358	0.1360877	2.263433	0.7492605	2.250198	0.6149134	2.250198	0.4614015	2.250198	0.6501991	2.24358	0.09244417	2.256816	0.6476772	2.521414	0.9409134	2.382528	1.067844	2.389143	0.08915161	2.878238	0.02506077	2.382528	0.08634819	2.349451	0.1222689	2.448672	0.06596688	2.256816	0.06251689	2.230344	0.00190499	2.382528	0.3959774	2.389143	0.6550849	2.521414	9.012956	2.190632	0.02757922	2.190632	0.06115124
2.256816	0.04790997	2.256816	0.09181947	2.250198	0.1529336	2.263433	0.2671471	2.256816	0.484122	2.256816	0.6811056	2.514802	0.05562321	2.256816	0.6800945	2.250198	0.1569573	2.270051	0.7430319	2.256816	0.6186905	2.256816	0.4388688	2.256816	0.6507761	2.250198	0.09693205	2.263433	0.6840985	2.528026	0.8209881	2.389143	1.105191	2.395758	0.08064286	2.884841	0.01379755	2.389143	0.1046159	2.356067	0.1522483	2.455286	0.07771854	2.263433	0.07207426	2.236962	0.006180197	2.389143	0.2708284	2.395758	0.4873012	2.528026	8.806341	2.197251	0.01814446	2.197251	0.07151504
2.263433	0.0522612	2.263433	0.09660871	2.256816	0.1715755	2.270051	0.2506385	2.263433	0.48643	2.263433	0.6756836	2.521414	0.04193085	2.263433	0.7496904	2.256816	0.1489048	2.276668	0.7268408	2.263433	0.6274371	2.263433	0.4567328	2.263433	0.6854401	2.256816	0.08647017	2.270051	0.6532299	2.534638	0.8819778	2.395758	0.9735191	2.402373	0.1063026	2.891444	0.01306689	2.395758	0.1497102	2.362682	0.1832248	2.4619	0.08432422	2.270051	0.07771357	2.24358	0.008871446	2.395758	0.3621195	2.402373	0.8494045	2.534638	8.591579	2.203869	0.01173192	2.203869	0.07948054
2.270051	0.04142965	2.270051	0.1042433	2.263433	0.1588155	2.276668	0.2855732	2.270051	0.4574575	2.270051	0.6344118	2.528026	0.05182295	2.270051	0.6788445	2.263433	0.1657124	2.283286	0.7704272	2.270051	0.605372	2.270051	0.4537008	2.270051	0.6575648	2.263433	0.08000579	2.276668	0.6583119	2.54125	0.9052253	2.402373	1.170831	2.408988	0.1474849	2.898047	0.01219263	2.402373	0.2197816	2.369298	0.2409981	2.468513	0.1272613	2.276668	0.08755077	2.250198	0.01204902	2.402373	0.3363686	2.408988	0.7387526	2.54125	6.120441	2.210488	0.02898662	2.210488	0.03503445
2.276668	0.04201472	2.276668	0.095402	2.270051	0.1729662	2.283286	0.2847703	2.276668	0.4706234	2.276668	0.5679946	2.534638	0.04988822	2.276668	0.6717406	2.270051	0.1489618	2.289903	0.727661	2.276668	0.6431408	2.276668	0.3952784	2.276668	0.6178471	2.270051	0.08128019	2.283286	0.6949737	2.547861	0.9526952	2.408988	0.9735042	2.415602	0.2625726	2.90465	0.007217347	2.408988	0.2283729	2.375913	0.3266804	2.475126	0.2178563	2.283286	0.1081041	2.256816	0.005625606	2.408988	0.3728754	2.415602	0.6848251	2.547861	3.580379	2.217107	0.02521394	2.217107	0.03300379
2.283286	0.0415721	2.283286	0.09747523	2.276668	0.1695346	2.289903	0.2496523	2.283286	0.4634538	2.283286	0.5908629	2.54125	0.05527772	2.283286	0.6697386	2.276668	0.1574672	2.29652	0.7882602	2.283286	0.6793339	2.283286	0.4449994	2.283286	0.6310306	2.276668	0.07831754	2.289903	0.683975	2.554473	0.792062	2.415602	1.125995	2.422217	0.4974207	2.911253	0.02092806	2.415602	0.1998117	2.382528	0.5120187	2.481739	0.3378296	2.289903	0.1105166	2.263433	0.01612736	2.415602	0.3470692	2.422217	0.5845346	2.554473	1.304823	2.223725	0.04666309	2.223725	0.08280149
2.289903	0.04199126	2.289903	0.09710236	2.283286	0.1611202	2.29652	0.2726357	2.289903	0.4655413	2.289903	0.6227851	2.547861	0.04831018	2.289903	0.6747647	2.283286	0.1701839	2.303137	0.7417516	2.289903	0.6483062	2.289903	0.4455073	2.289903	0.6511276	2.283286	0.09862194	2.29652	0.6772124	2.561084	0.8241351	2.422217	1.038606	2.428831	0.5117197	2.917855	0.006883624	2.422217	0.1658082	2.389143	0.5525321	2.488352	0.4441016	2.29652	0.1240752	2.270051	0.008848555	2.422217	0.3445499	2.428831	0.6361192	2.561084	0.6636748	2.230344	0.02738725	2.230344	0.07260542
2.29652	0.04964438	2.29652	0.09763269	2.289903	0.1442284	2.303137	0.2281375	2.29652	0.4686699	2.29652	0.621923	2.554473	0.03696763	2.29652	0.7000653	2.289903	0.1636257	2.309753	0.7287738	2.29652	0.7507919	2.29652	0.4449547	2.29652	0.7143952	2.289903	0.09367378	2.303137	0.6438601	2.567695	0.7656627	2.428831	0.9033069	2.435445	0.420579	2.924458	0.0126176	2.428831	0.1406331	2.395758	0.6158633	2.494965	0.6546279	2.303137	0.1280777	2.276668	0.01141207	2.428831	0.3040714	2.435445	0.8420352	2.567695	0.4257775	2.236962	0.0380352	2.236962	0.1273225
2.303137	0.03804427	2.303137	0.08492254	2.29652	0.1436711	2.309753	0.2414177	2.303137	0.4030228	2.303137	0.5871788	2.561084	0.0355265	2.303137	0.6683665	2.29652	0.1814941	2.31637	0.8297147	2.303137	0.6892627	2.303137	0.3796786	2.303137	0.6584689	2.29652	0.08688571	2.309753	0.6673504	2.574306	0.7045383	2.435445	1.095709	2.442059	0.4251791	2.93106	0.01893509	2.435445	0.1610165	2.402373	0.6448955	2.501577	0.964408	2.309753	0.1243688	2.283286	0.00221112	2.435445	0.3961625	2.442059	0.6459516	2.574306	0.2764372	2.24358	0.02862981	2.24358	0.09658161
2.309753	0.03916337	2.309753	0.07776729	2.303137	0.1356948	2.31637	0.2722727	2.309753	0.4011615	2.309753	0.5512003	2.567695	0.04143251	2.309753	0.6046151	2.303137	0.1627756	2.322986	0.8542591	2.309753	0.6209054	2.309753	0.3696758	2.309753	0.6290552	2.303137	0.06922376	2.31637	0.7047356	2.580917	0.721319	2.442059	1.036943	2.448672	0.4133678	2.937662	0.01196615	2.442059	0.2132234	2.408988	0.6707211	2.50819	1.430494	2.31637	0.121949	2.289903	0.006626929	2.442059	0.4611632	2.448672	0.7703467	2.580917	0.2292338	2.250198	0.04069338	2.250198	0.07134886
2.31637	0.05262981	2.31637	0.102713	2.309753	0.1414984	2.322986	0.2744113	2.31637	0.4547281	2.31637	0.6929633	2.574306	0.04055473	2.31637	0.7778664	2.309753	0.1536768	2.329603	0.860535	2.31637	0.7077212	2.31637	0.4180919	2.31637	0.7201573	2.309753	0.05656662	2.322986	0.7438003	2.587527	0.7565183	2.448672	0.9268251	2.455286	0.4295534	2.944264	0.01210874	2.448672	0.2055418	2.415602	0.739574	2.514802	2.584172	2.322986	0.122319	2.29652	0.01291787	2.448672	0.4884204	2.455286	0.7406762	2.587527	0.2028183	2.256816	0.03361822	2.256816	0.0482448
2.322986	0.04609061	2.322986	0.110449	2.31637	0.1535849	2.329603	0.2741549	2.322986	0.5348271	2.322986	0.6874894	2.580917	0.02925739	2.322986	0.7979139	2.31637	0.1830917	2.336219	0.8592837	2.322986	0.8197115	2.322986	0.4970059	2.322986	0.8040222	2.31637	0.05539519	2.329603	0.7293011	2.594138	0.748658	2.455286	0.9792531	2.4619	0.6300934	2.950865	0.009419266	2.455286	0.2388705	2.422217	0.6437546	2.521414	5.883564	2.329603	0.1278928	2.303137	0.003526275	2.455286	0.4145995	2.4619	0.6869388	2.594138	0.1888304	2.263433	0.04283247	2.263433	0.02358686
2.329603	0.05286417	2.329603	0.1101423	2.322986	0.1828969	2.336219	0.27529	2.329603	0.4793137	2.329603	0.721633	2.587527	0.03534596	2.329603	0.7583434	2.322986	0.198186	2.342835	0.7944676	2.329603	0.8303452	2.329603	0.4467099	2.329603	0.8600689	2.322986	0.05448737	2.336219	0.6914239	2.600748	0.7264078	2.4619	1.011764	2.468513	1.156112	2.957467	0.01949009	2.4619	0.2680413	2.428831	0.4698551	2.528026	10.58743	2.336219	0.1266581	2.309753	0.008437368	2.4619	0.3542833	2.468513	0.6091064	2.600748	0.1600094	2.270051	0.022106	2.270051	0.0268278
2.336219	0.05426242	2.336219	0.10935	2.329603	0.1728201	2.342835	0.2579549	2.336219	0.475718	2.336219	0.6922594	2.594138	0.0466893	2.336219	0.7658415	2.329603	0.1900486	2.349451	0.7668047	2.336219	0.784025	2.336219	0.4299371	2.336219	0.7828645	2.329603	0.05780194	2.342835	0.7031038	2.607358	0.6742753	2.468513	1.022397	2.475126	2.297766	2.964068	0.01919748	2.468513	0.2795231	2.435445	0.3091497	2.534638	15.31989	2.342835	0.1382997	2.31637	0.02096738	2.468513	0.249128	2.475126	0.8468819	2.607358	0.1429422	2.276668	0.02908833	2.276668	0.02935411
2.342835	0.06035486	2.342835	0.1002452	2.336219	0.1497866	2.349451	0.2535517	2.342835	0.4650829	2.342835	0.693259	2.600748	0.03159351	2.342835	0.750825	2.336219	0.1857288	2.356067	0.7715501	2.342835	0.733261	2.342835	0.4287394	2.342835	0.7792944	2.336219	0.06978257	2.349451	0.6977479	2.613968	0.635747	2.475126	0.9801947	2.481739	6.05558	2.970669	0.01348905	2.475126	0.3415368	2.442059	0.2521594	2.54125	12.83241	2.349451	0.1422933	2.322986	0.007419888	2.475126	0.2637707	2.481739	0.9094847	2.613968	0.1216874	2.283286	0.04304511	2.283286	0.03426221
2.349451	0.04103633	2.349451	0.08866084	2.342835	0.1587324	2.356067	0.2437991	2.349451	0.470512	2.349451	0.6138235	2.607358	0.04613061	2.349451	0.7268604	2.342835	0.1731759	2.362682	0.8313797	2.349451	0.7338303	2.349451	0.3840684	2.349451	0.7559919	2.342835	0.07877108	2.356067	0.6458051	2.620578	0.6954657	2.481739	1.167634	2.488352	12.41177	2.97727	0.0062757	2.481739	0.4198208	2.448672	0.2000548	2.547861	8.30088	2.356067	0.1595586	2.329603	0.0146885	2.481739	0.2664035	2.488352	0.808475	2.620578	0.1045936	2.289903	0.05216328	2.289903	0.05481332
2.356067	0.04189026	2.356067	0.0866779	2.349451	0.1456954	2.362682	0.2566381	2.356067	0.4212096	2.356067	0.5990444	2.613968	0.03054844	2.356067	0.7384506	2.349451	0.182149	2.369298	0.8287502	2.356067	0.6981161	2.356067	0.3451142	2.356067	0.7105702	2.349451	0.07486098	2.362682	0.6634956	2.627188	0.6831272	2.488352	0.8986377	2.494965	24.53236	2.983871	0.00605323	2.488352	0.6705846	2.455286	0.1798813	2.554473	2.858067	2.362682	0.1835148	2.336219	0.01277758	2.488352	0.2483535	2.494965	0.6433428	2.627188	0.1234995	2.29652	0.05344094	2.29652	0.03799467
2.362682	0.04098871	2.362682	0.08020696	2.356067	0.1441962	2.369298	0.2607622	2.362682	0.4259934	2.362682	0.6249389	2.620578	0.0224967	2.362682	0.7124892	2.356067	0.166444	2.375913	0.8422253	2.362682	0.6952323	2.362682	0.3799124	2.362682	0.7795641	2.356067	0.07966138	2.369298	0.650486	2.633798	0.6515268	2.494965	1.050304	2.501577	38.25286	2.990471	0.008990219	2.494965	1.163473	2.4619	0.2000522	2.561084	1.206268	2.369298	0.2126843	2.342835	0.01969933	2.494965	0.2218807	2.501577	0.7173648	2.633798	0.1360148	2.303137	0.04063681	2.303137	0.01835747
