OTAB_078wtp_T060_q	OTAB_078wtp_T060_i	OTAB_082wtp_T025_q	OTAB_082wtp_T025_i	OTAB_078wtp_T058_q	OTAB_078wtp_T058_i	OTAB_093wtp_T025_q	OTAB_093wtp_T025_i	OTAB_100wtp_T095_q	OTAB_100wtp_T095_i
1.866148	0.1984468	1.998625	0.007732757	1.859523	0.09003395	1.667351	0.03301142	1.667351	0.08146972
1.872773	0.172219	2.005248	0.009992849	1.866148	0.05428929	1.673979	0.02354745	1.673979	0.09796818
1.879398	0.1066831	2.01187	0.01341139	1.872773	0.1122629	1.680607	0.03851837	1.680607	0.1129883
1.886023	0.1733587	2.018493	0.01669447	1.879398	0.1134596	1.687235	0.01524954	1.687235	0.1262481
1.892647	0.08207833	2.025115	0.01036152	1.886023	0.1849335	1.693862	0.0100313	1.693862	0.1399321
1.899272	0.1476268	2.031737	0.01365269	1.892647	0.1223339	1.70049	0.04926945	1.70049	0.1397089
1.905896	0.1120937	2.038359	0.0141262	1.899272	0.1086452	1.707118	0.01822632	1.707118	0.1850206
1.912521	0.1916067	2.044981	0.0126207	1.905896	0.0992754	1.713745	0.1030308	1.713745	0.2344466
1.919145	0.1003044	2.051603	0.01510832	1.912521	0.1873531	1.720373	0.06092862	1.720373	0.2405287
1.925769	0.1259422	2.058225	0.01298005	1.919145	0.1151512	1.727	0.02975485	1.727	0.2079375
1.932393	0.1145214	2.064846	0.009040183	1.925769	0.1052784	1.733627	0.01276028	1.733627	0.3354902
1.939016	0.1537629	2.071468	0.01351105	1.932393	0.1103944	1.740254	0.05886003	1.740254	0.2062094
1.94564	0.2004671	2.078089	0.01133026	1.939016	0.1679338	1.746881	0.05794993	1.746881	0.2151434
1.952264	0.1680615	2.08471	0.01562622	1.94564	0.1743851	1.753508	0.02801917	1.753508	0.3257046
1.958887	0.1360759	2.091331	0.01267571	1.952264	0.3071744	1.760135	0.07180913	1.760135	0.2178362
1.96551	0.1808276	2.097952	0.0096177	1.958887	0.1271861	1.766761	0.04680718	1.766761	0.2079247
1.972134	0.1875769	2.104573	0.009481105	1.96551	0.2171942	1.773388	0.04875073	1.773388	0.2646247
1.978757	0.162755	2.111193	0.01063834	1.972134	0.1224886	1.780014	0.03291394	1.780014	0.2482153
1.98538	0.07798346	2.117814	0.008726722	1.978757	0.1553607	1.786641	0.03562059	1.786641	0.4623211
1.992003	0.1397573	2.124434	0.01254572	1.98538	0.1263005	1.793267	0.09816383	1.793267	0.7661893
1.998625	0.239752	2.131055	0.01164741	1.992003	0.07342379	1.799893	0.06168495	1.799893	1.508014
2.005248	0.2269444	2.137675	0.0154096	1.998625	0.1696831	1.806519	0.02504788	1.806519	2.860925
2.01187	0.2129168	2.144295	0.01036236	2.005248	0.2139009	1.813145	0.1073014	1.813145	6.941002
2.018493	0.09250268	2.150915	0.0148265	2.01187	0.1379212	1.819771	0.03331934	1.819771	9.667791
2.025115	0.1424073	2.157535	0.01477711	2.018493	0.2057889	1.826397	0.02625994	1.826397	7.608805
2.031737	0.1247859	2.164154	0.01306379	2.025115	0.1002145	1.833022	0.07353429	1.833022	8.156405
2.038359	0.2174446	2.170774	0.01173254	2.031737	0.1627279	1.839648	0.06834217	1.839648	3.737373
2.044981	0.2070169	2.177393	0.01201898	2.038359	0.1797755	1.846273	0.06721509	1.846273	1.842553
2.051603	0.1840666	2.184012	0.01461751	2.044981	0.1106458	1.852898	0.1076743	1.852898	0.2586285
2.058225	0.1710838	2.190632	0.01343628	2.051603	0.1575814	1.859523	0.03142693	1.859523	0.3807463
2.064846	0.1673542	2.197251	0.0169895	2.058225	0.2796976	1.866148	0.04743315	1.866148	0.07873441
2.071468	0.2469782	2.203869	0.01517862	2.064846	0.159413	1.872773	0.04796859	1.872773	0.06967705
2.078089	0.2724292	2.210488	0.01769784	2.071468	0.2294601	1.879398	0.07070646	1.879398	0.1550353
2.08471	0.2803821	2.217107	0.01871224	2.078089	0.234028	1.886023	0.05292156	1.886023	0.02817542
2.091331	0.2219668	2.223725	0.01927943	2.08471	0.3137395	1.892647	0.0754306	1.892647	0.1339664
2.097952	0.28061	2.230344	0.02311887	2.091331	0.1882569	1.899272	0.04220019	1.899272	0.1416542
2.104573	0.1971929	2.236962	0.01786559	2.097952	0.2742166	1.905896	0.03062829	1.905896	0.02153194
2.111193	0.1953662	2.24358	0.02471617	2.104573	0.1962501	1.912521	0.05002607	1.912521	0.09913554
2.117814	0.2710173	2.250198	0.02103292	2.111193	0.1098331	1.919145	0.07954698	1.919145	0.1184239
2.124434	0.2512111	2.256816	0.02201953	2.117814	0.2443726	1.925769	0.04341829	1.925769	0.03118842
2.131055	0.1751998	2.263433	0.02638013	2.124434	0.1688907	1.932393	0.03921822	1.932393	0.003704615
2.137675	0.2812008	2.270051	0.03350597	2.131055	0.2306396	1.939016	0.07143396	1.939016	0.0193801
2.144295	0.2705673	2.276668	0.02990293	2.137675	0.2632381	1.94564	0.06187003	1.94564	0.01278385
2.150915	0.4013935	2.283286	0.03232964	2.144295	0.2313427	1.952264	0.05741615	1.952264	0.009299915
2.157535	0.2656235	2.289903	0.03908033	2.150915	0.2637486	1.958887	0.04176991	1.958887	0.04953157
2.164154	0.3042369	2.29652	0.03650957	2.157535	0.2648449	1.96551	0.05297763	1.96551	0.01353746
2.170774	0.4163558	2.303137	0.0377908	2.164154	0.2651672	1.972134	0.04748695	1.972134	0.03402715
2.177393	0.3149072	2.309753	0.03995333	2.170774	0.2458059	1.978757	0.05970756	1.978757	0.01980557
2.184012	0.2317868	2.31637	0.05304209	2.177393	0.2379316	1.98538	0.05814309	1.98538	0.03713371
2.190632	0.3199154	2.322986	0.06980372	2.184012	0.2296944	1.992003	0.05471859	1.992003	0.1628788
2.197251	0.3152783	2.329603	0.07794389	2.190632	0.2383765	1.998625	0.04572501	1.998625	0.02220005
2.203869	0.2708305	2.336219	0.1052912	2.197251	0.3432805	2.005248	0.04658242	2.005248	0.004762032
2.210488	0.3774717	2.342835	0.1023921	2.203869	0.1852449	2.01187	0.05742127	2.01187	0.04605658
2.217107	0.3127167	2.349451	0.112803	2.210488	0.2345219	2.018493	0.06592633	2.018493	0.05793158
2.223725	0.4021065	2.356067	0.111573	2.217107	0.2512294	2.025115	0.03948377	2.025115	0.03650165
2.230344	0.2830688	2.362682	0.1146093	2.223725	0.3101452	2.031737	0.06195478	2.031737	0.01727879
2.236962	0.3473179	2.369298	0.1395972	2.230344	0.3055892	2.038359	0.07933049	2.038359	0.07667295
2.24358	0.2684242	2.375913	0.1388783	2.236962	0.3783067	2.044981	0.1483381	2.044981	0.0307337
2.250198	0.2565741	2.382528	0.1477005	2.24358	0.3210092	2.051603	0.1210055	2.051603	0.01466998
2.256816	0.3549375	2.389143	0.1900989	2.250198	0.2690247	2.058225	0.1982867	2.058225	0.06379622
2.263433	0.4288805	2.395758	0.1734325	2.256816	0.3583871	2.064846	0.1744686	2.064846	0.1229713
2.270051	0.4661994	2.402373	0.2202894	2.263433	0.3256533	2.071468	0.0939128	2.071468	0.02500836
2.276668	0.4475087	2.408988	0.2581045	2.270051	0.304593	2.078089	0.1347204	2.078089	0.05228779
2.283286	0.5141988	2.415602	0.2563825	2.276668	0.3551443	2.08471	0.1456922	2.08471	0.03969906
2.289903	0.3870476	2.422217	0.3245017	2.283286	0.2934571	2.091331	0.08474669	2.091331	0.06323887
2.29652	0.5511902	2.428831	0.2868412	2.289903	0.344876	2.097952	0.08360336	2.097952	0.06679027
2.303137	0.439842	2.435445	0.3490749	2.29652	0.3672784	2.104573	0.06819164	2.104573	0.1402158
2.309753	0.5074621	2.442059	0.4066721	2.303137	0.3892489	2.111193	0.04272037	2.111193	0.04471153
2.31637	0.5012105	2.448672	0.4456737	2.309753	0.3542712	2.117814	0.08790996	2.117814	0.03903969
2.322986	0.5189223	2.455286	0.5474384	2.31637	0.2963276	2.124434	0.05968137	2.124434	0.02982863
2.329603	0.4094993	2.4619	0.637861	2.322986	0.4615742	2.131055	0.05695332	2.131055	0.04829785
2.336219	0.550035	2.468513	0.661722	2.329603	0.392268	2.137675	0.05314969	2.137675	0.04182595
2.342835	0.472386	2.475126	0.8157491	2.336219	0.3530737	2.144295	0.03303717	2.144295	0.1063264
2.349451	0.6952488	2.481739	1.080637	2.342835	0.3098839	2.150915	0.04962875	2.150915	0.0447639
2.356067	0.5226447	2.488352	1.401526	2.349451	0.3914883	2.157535	0.02967349	2.157535	0.04552676
2.362682	0.619352	2.494965	2.158001	2.356067	0.3367792	2.164154	0.04165023	2.164154	0.03949176
2.369298	0.7193542	2.501577	3.220123	2.362682	0.2849575	2.170774	0.04109445	2.170774	0.03332801
2.375913	0.5054085	2.50819	4.177687	2.369298	0.3790607	2.177393	0.02062123	2.177393	0.02810357
2.382528	0.5296009	2.514802	5.933869	2.375913	0.3468408	2.184012	0.01918021	2.184012	0.05439361
2.389143	0.6550849	2.521414	9.012956	2.382528	0.3959774	2.190632	0.02757922	2.190632	0.06115124
2.395758	0.4873012	2.528026	8.806341	2.389143	0.2708284	2.197251	0.01814446	2.197251	0.07151504
2.402373	0.8494045	2.534638	8.591579	2.395758	0.3621195	2.203869	0.01173192	2.203869	0.07948054
2.408988	0.7387526	2.54125	6.120441	2.402373	0.3363686	2.210488	0.02898662	2.210488	0.03503445
2.415602	0.6848251	2.547861	3.580379	2.408988	0.3728754	2.217107	0.02521394	2.217107	0.03300379
2.422217	0.5845346	2.554473	1.304823	2.415602	0.3470692	2.223725	0.04666309	2.223725	0.08280149
2.428831	0.6361192	2.561084	0.6636748	2.422217	0.3445499	2.230344	0.02738725	2.230344	0.07260542
2.435445	0.8420352	2.567695	0.4257775	2.428831	0.3040714	2.236962	0.0380352	2.236962	0.1273225
2.442059	0.6459516	2.574306	0.2764372	2.435445	0.3961625	2.24358	0.02862981	2.24358	0.09658161
2.448672	0.7703467	2.580917	0.2292338	2.442059	0.4611632	2.250198	0.04069338	2.250198	0.07134886
2.455286	0.7406762	2.587527	0.2028183	2.448672	0.4884204	2.256816	0.03361822	2.256816	0.0482448
2.4619	0.6869388	2.594138	0.1888304	2.455286	0.4145995	2.263433	0.04283247	2.263433	0.02358686
2.468513	0.6091064	2.600748	0.1600094	2.4619	0.3542833	2.270051	0.022106	2.270051	0.0268278
2.475126	0.8468819	2.607358	0.1429422	2.468513	0.249128	2.276668	0.02908833	2.276668	0.02935411
2.481739	0.9094847	2.613968	0.1216874	2.475126	0.2637707	2.283286	0.04304511	2.283286	0.03426221
2.488352	0.808475	2.620578	0.1045936	2.481739	0.2664035	2.289903	0.05216328	2.289903	0.05481332
2.494965	0.6433428	2.627188	0.1234995	2.488352	0.2483535	2.29652	0.05344094	2.29652	0.03799467
2.501577	0.7173648	2.633798	0.1360148	2.494965	0.2218807	2.303137	0.04063681	2.303137	0.01835747
2.50819	1.021002	2.640407	0.07585817	2.501577	0.1673803	2.309753	0.04863635	2.309753	0.0222282
2.514802	0.7463096	2.647016	0.08644496	2.50819	0.1871876	2.31637	0.05942761	2.31637	0.04715827
2.521414	0.8692798	2.653625	0.08126743	2.514802	0.156386	2.322986	0.08542869	2.322986	0.08431543
2.528026	0.8522383	2.660234	0.07463503	2.521414	0.1803584	2.329603	0.08796205	2.329603	0.06967961
2.534638	0.8281004	2.666843	0.08927046	2.528026	0.2311629	2.336219	0.1000097	2.336219	0.05364559
2.54125	0.8359956	2.673452	0.08424526	2.534638	0.2948747	2.342835	0.1329648	2.342835	0.1130495
2.547861	0.7849691	2.68006	0.07723659	2.54125	0.6527519	2.349451	0.1708416	2.349451	0.07883691
2.554473	0.6695862	2.686668	0.06014673	2.547861	2.888219	2.356067	0.177206	2.356067	0.09395885
2.561084	0.7951565	2.693276	0.06551527	2.554473	5.910008	2.362682	0.1292793	2.362682	0.1547923
2.567695	1.091667	2.699884	0.08311636	2.561084	12.40511	2.369298	0.1367633	2.369298	0.1538136
2.574306	0.9018608	2.706492	0.06171231	2.567695	14.68941	2.375913	0.1325959	2.375913	0.1976446
2.580917	0.734409	2.7131	0.06662794	2.574306	7.488325	2.382528	0.1629521	2.382528	0.1692401
2.587527	0.7485728	2.719707	0.0559959	2.580917	3.579059	2.389143	0.221101	2.389143	0.1778263
2.594138	0.7197911	2.726315	0.06838741	2.587527	1.714281	2.395758	0.1323042	2.395758	0.1841605
2.600748	0.8145896	2.732922	0.05794073	2.594138	1.058105	2.402373	0.147711	2.402373	0.188831
2.607358	0.5614166	2.739529	0.05727832	2.600748	0.807676	2.408988	0.123204	2.408988	0.1623015
2.613968	0.8127737	2.746136	0.05109907	2.607358	0.7742641	2.415602	0.1487543	2.415602	0.1961672
2.620578	0.6562193	2.752742	0.05780636	2.613968	0.860534	2.422217	0.1564099	2.422217	0.1266136
2.627188	0.5533118	2.759349	0.04273078	2.620578	0.7024761	2.428831	0.1567269	2.428831	0.1832672
2.633798	0.7244667	2.765955	0.07102707	2.627188	0.5818388	2.435445	0.2751918	2.435445	0.2542301
2.640407	0.654681	2.772561	0.06200177	2.633798	0.7019075	2.442059	0.2857959	2.442059	0.2407321
2.647016	0.7473939	2.779167	0.04650835	2.640407	0.6089437	2.448672	0.2773093	2.448672	0.3339754
2.653625	0.7633397	2.785773	0.04850907	2.647016	0.6066694	2.455286	0.2527685	2.455286	0.3982119
2.660234	0.6410056	2.792379	0.04716047	2.653625	0.6598219	2.4619	0.2182571	2.4619	0.4597982
2.666843	0.6099188	2.798985	0.04953188	2.660234	0.6997612	2.468513	0.2209132	2.468513	0.8532075
2.673452	0.7686369	2.80559	0.0389649	2.666843	0.7126371	2.475126	0.3062269	2.475126	0.7551587
2.68006	0.5404285	2.812195	0.04085412	2.673452	0.5431818	2.481739	0.7956241	2.481739	1.407186
2.686668	0.603459	2.8188	0.04458983	2.68006	0.5767963	2.488352	1.723747	2.488352	2.569792
2.693276	0.4532005	2.825405	0.05017041	2.686668	0.5052954	2.494965	3.070297	2.494965	5.498397
2.699884	0.7314887	2.83201	0.04819793	2.693276	0.7163446	2.501577	3.406244	2.501577	7.590954
2.706492	0.6448813	2.838614	0.04787628	2.699884	0.5979436	2.50819	1.899248	2.50819	6.797117
2.7131	0.6186564	2.845219	0.03964208	2.706492	0.5484673	2.514802	1.480267	2.514802	9.523572
2.719707	0.6247297	2.851823	0.06794992	2.7131	0.4788207	2.521414	1.505185	2.521414	7.407257
2.726315	0.4951823	2.858427	0.06208363	2.719707	0.549041	2.528026	1.953272	2.528026	3.812636
2.732922	0.5350106	2.865031	0.05417433	2.726315	0.5821139	2.534638	4.298314	2.534638	2.60167
2.739529	0.5663977	2.871634	0.0512205	2.732922	0.5045644	2.54125	7.096143	2.54125	1.548947
2.746136	0.4394921	2.878238	0.03407006	2.739529	0.4399788	2.547861	15.17197	2.547861	0.4730983
2.752742	0.5151921	2.884841	0.03511788	2.746136	0.569468	2.554473	13.8843	2.554473	0.2995569
2.759349	0.4787873	2.891444	0.04737662	2.752742	0.456867	2.561084	16.5056	2.561084	0.2646736
2.765955	0.595469	2.898047	0.03575332	2.759349	0.5161292	2.567695	12.66874	2.567695	0.06916096
2.772561	0.4844552	2.90465	0.02287943	2.765955	0.4384769	2.574306	5.842502	2.574306	0.08792409
2.779167	0.6484438	2.911253	0.05336269	2.772561	0.4414031	2.580917	1.434357	2.580917	0.1191256
2.785773	0.4253793	2.917855	0.04038809	2.779167	0.4578605	2.587527	0.7800026	2.587527	0.05366144
2.792379	0.4319942	2.924458	0.02174997	2.785773	0.3283031	2.594138	0.5872999	2.594138	0.1110697
2.798985	0.259731	2.93106	0.02682126	2.792379	0.2494226	2.600748	0.3496731	2.600748	0.1586296
2.80559	0.4302186	2.937662	0.03078006	2.798985	0.3548074	2.607358	0.4734429	2.607358	0.0315175
2.812195	0.5136471	2.944264	0.04812109	2.80559	0.4013134	2.613968	0.4394252	2.613968	0.1193766
2.8188	0.4740919	2.950865	0.02597725	2.812195	0.440905	2.620578	0.4260827	2.620578	0.0174694
2.825405	0.4532585	2.957467	0.03524833	2.8188	0.4171353	2.627188	0.1933182	2.627188	0.02967557
2.83201	0.3978291	2.964068	0.03840761	2.825405	0.290503	2.633798	0.3059034	2.633798	0.07558823
2.838614	0.4520241	2.970669	0.04675848	2.83201	0.4457614	2.640407	0.2426027	2.640407	0.07761941
2.845219	0.3521483	2.97727	0.03492383	2.838614	0.44067	2.647016	0.309972	2.647016	0.04958981
2.851823	0.3999964	2.983871	0.0310706	2.845219	0.3448845	2.653625	0.2916165	2.653625	0.02510487
2.858427	0.4632124	2.990471	0.04138746	2.851823	0.3708618	2.660234	0.2591252	2.660234	0.03213947
2.865031	0.3546178	2.997072	0.02945202	2.858427	0.5041212	2.666843	0.1631018	2.666843	0.03094096
2.871634	0.2870055	3.003672	0.03724926	2.865031	0.3738929	2.673452	0.1960319	2.673452	0.03812517
2.878238	0.3318639	3.010272	0.03408636	2.871634	0.2608059	2.68006	0.2327326	2.68006	0.04254203
2.884841	0.3402422	3.016872	0.03021996	2.878238	0.3262875	2.686668	0.1632513	2.686668	0.07776477
2.891444	0.3109743	3.023471	0.030999	2.884841	0.2095182	2.693276	0.1529925	2.693276	0.03842299
2.898047	0.3032828	3.030071	0.03064444	2.891444	0.3294171	2.699884	0.2001076	2.699884	0.0250961
2.90465	0.3873468	3.03667	0.02837171	2.898047	0.324066	2.706492	0.172692	2.706492	0.1746422
2.911253	0.3048264	3.043269	0.03804723	2.90465	0.3483741	2.7131	0.2120421	2.7131	0.02534164
2.917855	0.3016781	3.049868	0.02877045	2.911253	0.3263635	2.719707	0.1833811	2.719707	0.03799978
2.924458	0.2456906	3.056467	0.02221147	2.917855	0.3649295	2.726315	0.08867481	2.726315	0.05596775
2.93106	0.2740342	3.063066	0.03078125	2.924458	0.2192029	2.732922	0.1891214	2.732922	0.02628386
2.937662	0.3100051	3.069664	0.03178138	2.93106	0.2548538	2.739529	0.1289289	2.739529	0.032847
2.944264	0.3048438	3.076262	0.03028845	2.937662	0.2604867	2.746136	0.2147317	2.746136	0.01823521
2.950865	0.277622	3.08286	0.02786766	2.944264	0.4006945	2.752742	0.222807	2.752742	0.05005911
2.957467	0.2853043	3.089458	0.02361724	2.950865	0.2016191	2.759349	0.1758802	2.759349	0.0219134
2.964068	0.1786964	3.096056	0.03213459	2.957467	0.2470903	2.765955	0.1264648	2.765955	0.1485336
2.970669	0.3470639	3.102653	0.02258672	2.964068	0.1479917	2.772561	0.136656	2.772561	0.07067946
2.97727	0.3182795	3.109251	0.02728006	2.970669	0.2953019	2.779167	0.08672018	2.779167	0.06096078
2.983871	0.244435	3.115848	0.01524304	2.97727	0.2273546	2.785773	0.1079589	2.785773	0.09803684
2.990471	0.4585828	3.122445	0.03525356	2.983871	0.249508	2.792379	0.2368321	2.792379	0.03907627
2.997072	0.2775417	3.129041	0.02135399	2.990471	0.3234868	2.798985	0.127578	2.798985	0.02940774
3.003672	0.2733398	3.135638	0.0315717	2.997072	0.1704965	2.80559	0.1716083	2.80559	0.04610895
3.010272	0.41154	3.142234	0.0266752	3.003672	0.2989678	2.812195	0.08578741	2.812195	0.0222711
3.016872	0.2048886	3.148831	0.02333187	3.010272	0.3718049	2.8188	0.07649519	2.8188	0.06394759
3.023471	0.2342217	3.155427	0.03239529	3.016872	0.1599529	2.825405	0.1602002	2.825405	0.07527943
3.030071	0.1889323	3.162023	0.0295575	3.023471	0.2429116	2.83201	0.1299757	2.83201	0.04341182
3.03667	0.2382602	3.168618	0.03288653	3.030071	0.3228201	2.838614	0.1855674	2.838614	0.05512911
3.043269	0.2413829	3.175214	0.02264428	3.03667	0.2013432	2.845219	0.1235461	2.845219	0.02463121
3.049868	0.1740201	3.181809	0.02812461	3.043269	0.224815	2.851823	0.05436552	2.851823	0.03163743
3.056467	0.1431946	3.188404	0.01597786	3.049868	0.149074	2.858427	0.1298414	2.858427	0.04187157
3.063066	0.2738077	3.194999	0.02660623	3.056467	0.2597039	2.865031	0.0571534	2.865031	0.05012748
3.069664	0.2202891	3.201594	0.03521886	3.063066	0.1695553	2.871634	0.08276052	2.871634	0.05562427
3.076262	0.1149689	3.208188	0.02577773	3.069664	0.2954009	2.878238	0.1079889	2.878238	0.1018352
3.08286	0.2597857	3.214782	0.02769963	3.076262	0.1669524	2.884841	0.09854384	2.884841	0.05278532
3.089458	0.1839332	3.221377	0.0277771	3.08286	0.1424213	2.891444	0.1097556	2.891444	0.1277652
3.096056	0.2559133	3.227971	0.01969511	3.089458	0.1517731	2.898047	0.0636054	2.898047	0.05498419
3.102653	0.1617653	3.234564	0.02101026	3.096056	0.245319	2.90465	0.1464595	2.90465	0.08803824
3.109251	0.2576993	3.241158	0.03450014	3.102653	0.2033878	2.911253	0.09113226	2.911253	0.1044685
3.115848	0.1802321	3.247751	0.01804952	3.109251	0.2134832	2.917855	0.1388908	2.917855	0.1627961
3.122445	0.1836973	3.254344	0.03254816	3.115848	0.2039816	2.924458	0.07293066	2.924458	0.1124285
3.129041	0.2144351	3.260937	0.01814633	3.122445	0.1967908	2.93106	0.09463439	2.93106	0.09283028
3.135638	0.22311	3.26753	0.02748533	3.129041	0.2231741	2.937662	0.05326701	2.937662	0.08050497
3.142234	0.212356	3.274123	0.0217515	3.135638	0.1261453	2.944264	0.09664536	2.944264	0.09675683
3.148831	0.2140173	3.280715	0.03761115	3.142234	0.2706562	2.950865	0.05971014	2.950865	0.1423031
3.155427	0.1914875	3.287307	0.02045001	3.148831	0.154005	2.957467	0.05659241	2.957467	0.1607281
3.162023	0.1374256	3.293899	0.01979342	3.155427	0.1686708	2.964068	0.07454295	2.964068	0.1303195
3.168618	0.1234317	3.300491	0.02353513	3.162023	0.116376	2.970669	0.08115885	2.970669	0.08078345
3.175214	0.2962376	3.307083	0.0108093	3.168618	0.1677722	2.97727	0.08572168	2.97727	0.1512448
3.181809	0.1424663	3.313674	0.02127824	3.175214	0.2246699	2.983871	0.2099155	2.983871	0.1047505
3.188404	0.1903988	3.320266	0.03113927	3.181809	0.1327417	2.990471	0.5011406	2.990471	0.08674545
3.194999	0.1266325	3.326857	0.01789408	3.188404	0.1262614	2.997072	0.5000869	2.997072	0.08784246
3.201594	0.1416768	3.333448	0.018628	3.194999	0.2219734	3.003672	0.2126391	3.003672	0.1844424
3.208188	0.1826324	3.340038	0.01890138	3.201594	0.14674	3.010272	0.1466257	3.010272	0.2361746
3.214782	0.160001	3.346629	0.009521467	3.208188	0.153641	3.016872	0.1142009	3.016872	0.09459315
3.221377	0.12742	3.353219	0.02993242	3.214782	0.1179035	3.023471	0.08004535	3.023471	0.08251022
3.227971	0.2061523	3.359809	0.01995491	3.221377	0.127015	3.030071	0.1605287	3.030071	0.2289863
3.234564	0.1488752	3.366399	0.03091719	3.227971	0.2167276	3.03667	0.05463259	3.03667	0.2072452
3.241158	0.1471443	3.372989	0.03219996	3.234564	0.1506371	3.043269	0.03499495	3.043269	0.2877488
3.247751	0.1914712	3.379578	0.0135602	3.241158	0.1778876	3.049868	0.1181988	3.049868	0.2712756
3.254344	0.09487157	3.386167	0.02190234	3.247751	0.1139755	3.056467	0.07665008	3.056467	0.5745316
3.260937	0.102947	3.392756	0.02076471	3.254344	0.1823226	3.063066	0.06542723	3.063066	0.8370831
3.26753	0.1051977	3.399345	0.0157332	3.260937	0.1166405	3.069664	0.05219006	3.069664	0.987175
3.274123	0.1038875	3.405934	0.0266395	3.26753	0.134366	3.076262	0.08386216	3.076262	1.17676
3.280715	0.1662954	3.412522	0.02067617	3.274123	0.2376574	3.08286	0.04992282	3.08286	1.58048
3.287307	0.2133789	3.419111	0.01005509	3.280715	0.1585259	3.089458	0.06828623	3.089458	2.225206
3.293899	0.1950673	3.425699	0.02221947	3.287307	0.159769	3.096056	0.05461613	3.096056	3.444832
3.300491	0.1808971	3.432286	0.02057447	3.293899	0.1007577	3.102653	0.1140139	3.102653	4.526006
3.307083	0.1168321	3.438874	0.02402644	3.300491	0.1391383	3.109251	0.05628849	3.109251	4.397285
3.313674	0.09192661	3.445462	0.03240269	3.307083	0.1356666	3.115848	0.1291201	3.115848	2.160431
3.320266	0.2832711	3.452049	0.01427527	3.313674	0.1177541	3.122445	0.08367687	3.122445	1.75905
3.326857	0.2139502	3.458636	0.01249762	3.320266	0.1430135	3.129041	0.07878025	3.129041	1.428278
3.333448	0.1224296	3.465223	0.01619506	3.326857	0.2468643	3.135638	0.1739912	3.135638	0.7846165
3.340038	0.1569533	3.471809	0.02483047	3.333448	0.06794752	3.142234	0.09717938	3.142234	0.3287326
3.346629	0.1143181	3.478396	0.01679961	3.340038	0.08820754	3.148831	0.05112579	3.148831	0.1319856
3.353219	0.1321685	3.484982	0.02763428	3.346629	0.1139149	3.155427	0.200794	3.155427	0.2952922
3.359809	0.1339785	3.491568	0.01162729	3.353219	0.141148	3.162023	0.2347449	3.162023	0.657425
3.366399	0.1490918	3.498154	0.01088553	3.359809	0.1380595	3.168618	0.447109	3.168618	1.328536
3.372989	0.115283	3.504739	0.02171866	3.366399	0.1179752	3.175214	0.4365087	3.175214	1.03253
3.379578	0.09494911	3.511325	0.01267866	3.372989	0.1286302	3.181809	0.7028778	3.181809	0.2934689
3.386167	0.1645815	3.51791	0.01828924	3.379578	0.08049855	3.188404	0.1988366	3.188404	0.179468
3.392756	0.1732753	3.524495	0.02666749	3.386167	0.1428815	3.194999	0.1872325	3.194999	0.2079192
3.399345	0.1812006	3.53108	0.02032893	3.392756	0.08497079	3.201594	0.1201831	3.201594	0.1907129
3.405934	0.1720537	3.537664	0.01697781	3.399345	0.1796369	3.208188	0.06421997	3.208188	0.3360782
3.412522	0.11744	3.544249	0.01629488	3.405934	0.1373745	3.214782	0.04559916	3.214782	0.3209172
3.419111	0.08487886	3.550833	0.01994999	3.412522	0.08824388	3.221377	0.06000799	3.221377	0.2775285
3.425699	0.06918766	3.557417	0.01698366	3.419111	0.1033439	3.227971	0.08352999	3.227971	0.2295644
3.432286	0.1051234	3.564001	0.02188526	3.425699	0.1677805	3.234564	0.0506087	3.234564	0.3020965
3.438874	0.1634061	3.570584	0.02150888	3.432286	0.120474	3.241158	0.03883286	3.241158	0.441056
3.445462	0.1086598	3.577167	0.01301932	3.438874	0.1485752	3.247751	0.03432581	3.247751	0.7448449
3.452049	0.1747492	3.583751	0.01241901	3.445462	0.1115532	3.254344	0.0360581	3.254344	1.13867
3.458636	0.1074911	3.590333	0.01739089	3.452049	0.1132858	3.260937	0.03221297	3.260937	1.899239
3.465223	0.162422	3.596916	0.01893159	3.458636	0.1024287	3.26753	0.02298046	3.26753	4.409933
3.471809	0.0751484	3.603499	0.01817194	3.465223	0.1920545	3.274123	0.02010096	3.274123	5.506083
3.478396	0.1163063	3.610081	0.01857585	3.471809	0.09559344	3.280715	0.02980612	3.280715	7.287241
3.484982	0.05289156	3.616663	0.01487124	3.478396	0.1346824	3.287307	0.06416232	3.287307	10.2799
3.491568	0.1603459	3.623245	0.01349984	3.484982	0.1122702	3.293899	0.1788565	3.293899	5.706167
3.498154	0.1493619	3.629826	0.01170159	3.491568	0.05704364	3.300491	0.4539947	3.300491	6.474172
3.504739	0.1280362	3.636408	0.0132087	3.498154	0.13782	3.307083	0.9649981	3.307083	1.413805
3.511325	0.0635609	3.642989	0.02628194	3.504739	0.09997168	3.313674	0.8520768	3.313674	0.5178578
3.51791	0.06813478	3.64957	0.03154161	3.511325	0.05211375	3.320266	0.3288637	3.320266	0.2720414
3.524495	0.09617861	3.656151	0.02417384	3.51791	0.154135	3.326857	0.09085372	3.326857	0.2569103
3.53108	0.153984	3.662731	0.01723888	3.524495	0.08415133	3.333448	0.02966897	3.333448	0.2076344
3.537664	0.09691969	3.669312	0.01499218	3.53108	0.1043952	3.340038	0.0102094	3.340038	0.08133498
