		Wert	Standardfehler	t-Wert	Wahrsch.>|t|	Abhängigkeit
I	y0	0.00819	0.08337	0.09826	0.92192	0.22322
I	xc	2.55667	4.58965E-4	5570.50574	5.55327E-274	2.14965E-5
I	w	0.02678	0.00139	19.29803	2.53277E-35	0.56052
I	A	0.72476	0.02824	25.66815	1.50395E-45	0.61204
I	H	17.23224	0.59203			
I	y0	0.03344	0.00375	8.92888	7.52724E-12	0.42304
I	xc	4.42695	0.0026	1703.00042	1.2032E-118	2.51688E-6
I	w	0.0291	0.00848	3.43054	0.00123	0.6233
I	A	0.00401	9.44352E-4	4.24658	9.65305E-5	0.71178
I	H	0.08774	0.01572			
